Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Smartwatch,Apple,4,4.8,Heavy,5.3,5,25332,1,20552.38
Tablet,Lenovo,3,5.6,Heavy,5.8999999999999995,2,61328,3,16579.35
Refrigerator,Godrej,1,8.5,Light,8.7,5,31874,7,6228.25
TV,LG,2,11.8,Light,12.200000000000001,2,44299,1,22367.36
Washing Machine,LG,1,12.7,Light,12.899999999999999,5,31335,9,9473.37
Smartwatch,Amazfit,5,4.7,Heavy,5.4,4,30805,3,11637.44
Smartwatch,Apple,5,4.2,Heavy,4.9,4,39798,7,500.0
Smartwatch,Noise,4,2.4,Moderate,3.1,4,30127,7,500.0
Refrigerator,Samsung,1,10.5,Light,10.7,5,41434,8,10455.31
Tablet,Apple,1,6.4,Moderate,6.500000000000001,4,35895,2,21122.83
Washing Machine,Whirlpool,4,14.6,Moderate,15.3,3,50573,5,23832.11
Smartwatch,Noise,1,3.8,Moderate,3.9,5,6070,1,4513.59
Smartwatch,Apple,1,4.0,Moderate,4.1000000000000005,2,22180,2,6248.27
Refrigerator,Samsung,3,14.1,Light,14.7,4,28440,5,15951.55
Washing Machine,IFB,4,9.4,Heavy,9.9,4,55415,6,18555.63
TV,LG,3,12.0,Light,12.6,3,89048,5,37598.04
Tablet,Lenovo,5,5.1,Heavy,5.8,4,11937,10,500.0
Smartphone,Realme,1,3.3,Heavy,3.2,2,8987,6,500.0
Refrigerator,Bosch,2,9.1,Light,9.5,3,61933,2,34226.13
TV,TCL,5,11.0,Moderate,11.9,3,80868,10,9038.19
Washing Machine,IFB,3,9.8,Light,10.4,2,46464,2,20640.74
TV,OnePlus,1,14.5,Moderate,14.6,3,106366,3,59156.98
Tablet,Lenovo,1,6.4,Light,6.6000000000000005,1,58532,1,19865.41
Laptop,Dell,5,5.2,Light,6.2,3,61116,3,22080.62
Refrigerator,Samsung,3,10.1,Heavy,10.399999999999999,3,34810,1,22024.02
TV,LG,5,8.2,Heavy,8.899999999999999,1,179545,6,23401.37
Tablet,Huawei,4,3.5,Moderate,4.2,4,65892,4,2667.06
Laptop,HP,1,3.5,Light,3.7,1,44044,7,500.0
Smartwatch,Boat,4,2.3,Light,3.0999999999999996,5,19216,1,13017.29
Smartphone,Realme,1,2.9,Light,3.1,2,84188,7,500.0
Smartwatch,Amazfit,3,2.4,Light,3.0,4,10380,8,500.0
Tablet,Lenovo,3,6.7,Moderate,7.200000000000001,3,71763,3,29303.22
Laptop,Lenovo,1,4.3,Moderate,4.4,2,78028,4,3901.4
Washing Machine,Whirlpool,2,14.9,Moderate,15.200000000000001,4,56842,9,19707.72
Tablet,Lenovo,1,6.9,Light,7.1000000000000005,5,61290,3,35392.82
Refrigerator,Whirlpool,4,13.0,Heavy,13.5,2,65774,8,14738.25
TV,Samsung,3,10.6,Moderate,11.1,5,126263,10,12512.55
Smartphone,OnePlus,1,2.6,Light,2.8000000000000003,1,116716,8,500.0
Washing Machine,IFB,4,13.6,Heavy,14.1,4,23517,1,18571.76
Smartphone,Vivo,5,3.5,Moderate,4.4,2,108739,5,500.0
Washing Machine,IFB,5,13.6,Light,14.6,1,46653,3,14826.71
Laptop,Dell,2,4.7,Moderate,5.000000000000001,5,126936,5,500.0
Refrigerator,Whirlpool,3,12.3,Light,12.9,2,71082,1,36064.47
Laptop,Apple,3,4.3,Heavy,4.6000000000000005,5,58241,4,7596.65
Laptop,Acer,1,3.6,Moderate,3.7,2,118671,10,500.0
Washing Machine,Whirlpool,5,13.7,Heavy,14.399999999999999,5,34319,6,20019.42
Smartwatch,Boat,4,2.7,Heavy,3.2,4,38797,1,22672.0
Smartphone,OnePlus,4,4.7,Moderate,5.4,5,17956,9,500.0
TV,OnePlus,4,9.3,Moderate,10.000000000000002,5,87402,4,52441.2
Refrigerator,Bosch,2,10.4,Heavy,10.5,4,51070,4,26872.55
Smartwatch,Apple,1,3.2,Light,3.4000000000000004,3,19001,10,500.0
Laptop,HP,3,5.9,Heavy,6.2,1,59095,9,500.0
TV,OnePlus,1,9.7,Heavy,9.599999999999998,1,194345,7,21054.04
Smartphone,OnePlus,4,2.3,Heavy,2.8,2,117482,1,41538.28
Smartphone,Samsung,2,4.2,Heavy,4.300000000000001,2,45788,1,19326.8
TV,Samsung,1,9.3,Light,9.5,3,109336,10,500.0
Washing Machine,IFB,5,13.7,Light,14.7,5,59989,5,39584.58
Smartwatch,Amazfit,3,4.3,Moderate,4.800000000000001,5,18418,5,500.0
Refrigerator,Bosch,5,11.4,Moderate,12.3,2,28056,7,6649.04
Refrigerator,Samsung,4,10.5,Light,11.3,1,41533,6,7792.03
Smartphone,Samsung,5,3.9,Heavy,4.6000000000000005,5,66189,2,37411.17
TV,Samsung,2,8.2,Heavy,8.299999999999999,2,57183,9,500.0
Washing Machine,Samsung,4,13.3,Light,14.100000000000001,2,33009,4,13004.61
Smartwatch,Samsung,1,3.7,Light,3.9000000000000004,5,22042,4,500.0
Smartphone,Apple,3,2.2,Moderate,2.7,4,8458,4,500.0
Washing Machine,LG,3,14.4,Light,15.0,2,20839,2,9933.26
Refrigerator,Godrej,5,13.6,Moderate,14.5,2,53586,10,9146.58
Smartphone,Xiaomi,5,2.7,Heavy,3.4000000000000004,3,91101,6,500.0
Smartphone,Samsung,2,3.7,Light,4.1000000000000005,4,52445,1,33705.51
Tablet,Lenovo,4,4.9,Light,5.7,2,41392,7,500.0
Washing Machine,Whirlpool,5,13.7,Heavy,14.399999999999999,3,49639,3,27508.28
Smartwatch,Samsung,3,2.4,Moderate,2.9,2,35571,9,500.0
TV,TCL,4,9.0,Light,9.8,2,159167,2,69676.17
Smartphone,Apple,2,2.9,Heavy,3.0,1,76183,8,500.0
TV,TCL,5,10.1,Heavy,10.799999999999999,4,35978,2,24918.1
Tablet,Lenovo,5,5.4,Light,6.4,4,58259,10,500.0
Washing Machine,LG,2,10.9,Moderate,11.200000000000001,4,18201,2,12708.2
Refrigerator,Whirlpool,4,8.3,Moderate,9.000000000000002,5,75764,5,33672.89
Tablet,Apple,1,6.5,Heavy,6.4,4,20881,10,500.0
Washing Machine,Samsung,4,9.4,Heavy,9.9,4,50789,4,25727.96
Smartphone,Xiaomi,2,4.9,Moderate,5.200000000000001,5,49116,8,500.0
Washing Machine,Samsung,2,13.8,Light,14.200000000000001,2,15365,2,7260.5
Refrigerator,Godrej,5,11.6,Light,12.6,5,45814,10,9453.68
Laptop,Apple,5,7.0,Moderate,7.9,4,149212,3,78666.83
Smartphone,Apple,4,4.6,Heavy,5.1,3,82933,9,500.0
Laptop,Apple,2,3.7,Heavy,3.8000000000000007,5,119519,6,500.0
Smartwatch,Boat,1,3.8,Heavy,3.7,2,33159,5,500.0
TV,Samsung,4,11.6,Heavy,12.1,2,99822,1,50364.74
TV,Sony,3,11.7,Light,12.299999999999999,1,134343,4,36261.69
Smartphone,Samsung,2,2.6,Moderate,2.9,3,113048,6,500.0
Washing Machine,IFB,5,13.5,Heavy,14.2,5,21252,3,16762.14
Tablet,Samsung,5,6.0,Heavy,6.7,1,70265,10,500.0
Washing Machine,Samsung,4,11.4,Heavy,11.9,2,19595,3,8060.3
Smartwatch,Apple,4,3.5,Moderate,4.2,3,37327,4,1244.23
Smartphone,OnePlus,5,5.0,Heavy,5.7,2,75385,4,12365.79
Washing Machine,Whirlpool,3,9.7,Light,10.299999999999999,2,45517,1,22603.83
Washing Machine,IFB,1,14.0,Heavy,13.899999999999999,4,39330,4,23810.21
Tablet,Samsung,3,5.4,Heavy,5.7,1,43216,3,8188.29
Smartphone,Samsung,1,2.7,Light,2.9000000000000004,2,86280,1,31090.55
Laptop,Asus,4,6.3,Heavy,6.8,3,61842,5,11458.96
Washing Machine,Whirlpool,4,8.5,Heavy,9.0,5,54758,5,24336.89
Tablet,Apple,2,5.2,Light,5.6000000000000005,3,20213,9,500.0
Refrigerator,LG,3,14.3,Moderate,14.8,4,35324,5,19881.68
TV,OnePlus,1,12.7,Heavy,12.599999999999998,1,115288,3,35135.39
Smartphone,Realme,4,3.2,Light,4.0,1,22734,7,500.0
Smartphone,Realme,1,4.3,Moderate,4.4,5,77804,1,60121.27
TV,TCL,1,11.5,Heavy,11.399999999999999,5,130502,4,84711.82
Smartwatch,Apple,3,4.9,Light,5.5,2,5553,3,1388.25
Washing Machine,Bosch,2,10.3,Heavy,10.4,5,38016,5,19739.08
Tablet,Apple,3,6.0,Heavy,6.3,2,15839,10,500.0
Washing Machine,IFB,4,12.1,Moderate,12.8,5,43719,2,36887.91
Smartwatch,Noise,2,4.1,Heavy,4.2,2,28831,10,500.0
Tablet,Huawei,3,6.5,Light,7.1,2,65429,10,500.0
Refrigerator,Samsung,2,8.7,Heavy,8.799999999999999,2,54626,3,19801.93
Refrigerator,LG,1,13.7,Heavy,13.599999999999998,5,75276,1,69741.0
Tablet,Samsung,1,4.5,Light,4.7,5,32345,6,500.0
Refrigerator,Bosch,5,14.7,Heavy,15.399999999999999,3,46238,9,13451.05
Washing Machine,Whirlpool,2,9.6,Light,10.0,2,43215,5,11884.13
TV,OnePlus,5,11.7,Heavy,12.399999999999999,3,56018,7,17076.45
Smartwatch,Samsung,1,3.3,Heavy,3.2,5,47094,5,500.0
TV,LG,3,8.1,Moderate,8.6,5,182690,10,500.0
Laptop,Acer,2,4.3,Heavy,4.4,4,123532,8,500.0
Washing Machine,LG,3,9.2,Moderate,9.7,4,58050,1,44255.64
TV,Sony,4,9.9,Heavy,10.4,3,16552,7,3787.86
Washing Machine,LG,5,8.8,Moderate,9.700000000000001,4,30782,7,7282.96
Tablet,Lenovo,4,4.2,Light,5.0,2,46810,9,500.0
Smartwatch,Apple,2,3.1,Moderate,3.4,4,3374,4,500.0
Smartwatch,Boat,1,4.3,Moderate,4.4,1,23149,2,5050.69
Laptop,HP,3,6.4,Light,7.0,2,126391,1,59584.33
Refrigerator,Godrej,2,12.0,Light,12.4,1,70829,9,7768.34
Laptop,Apple,3,6.2,Heavy,6.500000000000001,3,31784,10,500.0
Smartwatch,Noise,4,3.8,Light,4.6,3,47600,8,500.0
Smartwatch,Amazfit,2,3.8,Moderate,4.1000000000000005,5,38583,6,500.0
Refrigerator,Samsung,1,11.4,Heavy,11.299999999999999,1,45616,9,3713.87
Refrigerator,Godrej,2,13.6,Heavy,13.7,4,39293,9,11458.07
TV,TCL,1,9.7,Heavy,9.599999999999998,5,93850,3,64521.88
Smartphone,Vivo,5,2.2,Light,3.2,5,62200,6,500.0
Washing Machine,IFB,2,13.1,Light,13.5,4,54294,5,29057.34
Laptop,Lenovo,5,4.5,Moderate,5.4,3,72055,5,3736.19
TV,Samsung,5,9.5,Light,10.5,3,56880,6,17064.0
Laptop,Acer,1,6.2,Heavy,6.1000000000000005,5,148963,6,2442.02
Tablet,Samsung,2,5.4,Light,5.800000000000001,3,48375,5,4670.69
Tablet,Samsung,5,6.0,Light,7.0,4,40624,6,4932.91
Laptop,Lenovo,1,4.5,Moderate,4.6000000000000005,3,35286,7,500.0
Smartphone,OnePlus,5,4.5,Light,5.5,4,69732,5,5388.38
Washing Machine,IFB,5,8.8,Heavy,9.5,4,21256,10,500.0
Smartphone,Xiaomi,5,4.5,Light,5.5,4,8987,7,500.0
Washing Machine,IFB,1,13.4,Heavy,13.299999999999999,1,38307,8,6106.08
Laptop,Dell,1,6.1,Light,6.3,3,44203,5,6384.88
Smartphone,Realme,2,2.7,Heavy,2.8000000000000003,2,63108,1,22313.19
TV,LG,3,10.7,Heavy,10.999999999999998,3,175203,3,89194.25
Washing Machine,Bosch,1,10.9,Moderate,11.0,4,31800,9,4914.55
Smartwatch,Amazfit,2,4.5,Light,4.9,1,41023,3,6362.75
TV,Sony,4,9.1,Light,9.9,1,198022,8,15201.69
Washing Machine,Samsung,4,8.4,Moderate,9.100000000000001,1,34430,7,3178.15
Refrigerator,Bosch,2,10.6,Heavy,10.7,1,26370,7,3647.44
Washing Machine,Samsung,1,14.9,Moderate,15.0,5,51385,3,41108.0
Smartwatch,Noise,5,2.5,Light,3.5,2,39321,6,500.0
Refrigerator,Whirlpool,4,13.7,Heavy,14.2,3,45428,5,20602.56
Smartphone,OnePlus,4,3.8,Moderate,4.5,2,77776,2,23764.89
Tablet,Lenovo,2,5.3,Light,5.7,3,10650,9,500.0
Tablet,Samsung,3,6.5,Light,7.1,3,17635,8,500.0
Smartphone,Apple,4,2.1,Moderate,2.8000000000000003,2,13991,10,500.0
Tablet,Huawei,4,4.5,Light,5.3,5,24519,9,500.0
Washing Machine,IFB,2,10.2,Heavy,10.299999999999999,1,27602,1,9968.88
TV,Sony,3,12.8,Moderate,13.3,5,98174,6,53884.98
Washing Machine,IFB,2,13.9,Heavy,14.0,1,39366,9,5623.71
Laptop,Asus,5,4.3,Heavy,5.0,4,143471,3,48780.14
Laptop,Apple,5,5.6,Light,6.6,2,103122,3,30936.6
Washing Machine,Whirlpool,1,8.9,Moderate,9.0,2,45249,5,11060.87
TV,TCL,4,9.7,Heavy,10.2,1,193224,1,69712.19
Laptop,Apple,4,6.5,Heavy,7.0,2,66497,7,500.0
Smartphone,Apple,2,4.2,Moderate,4.500000000000001,4,109589,7,500.0
Smartwatch,Amazfit,3,2.4,Moderate,2.9,3,3563,7,500.0
Smartphone,OnePlus,3,3.9,Moderate,4.4,3,81660,6,500.0
Refrigerator,Godrej,4,14.2,Heavy,14.7,3,23269,5,10748.06
Tablet,Lenovo,4,6.0,Light,6.8,5,62311,8,500.0
Washing Machine,IFB,1,12.4,Heavy,12.299999999999999,3,24933,3,13196.25
Smartwatch,Samsung,5,2.6,Light,3.6,5,33965,7,500.0
Refrigerator,Godrej,4,14.6,Light,15.4,3,73002,8,24555.22
Smartphone,Xiaomi,4,3.2,Light,4.0,4,66374,10,500.0
Smartwatch,Noise,4,4.5,Heavy,5.0,4,36007,2,18363.57
TV,TCL,5,14.2,Heavy,14.899999999999999,5,26073,3,20823.4
Smartwatch,Noise,4,2.2,Light,3.0,5,44431,10,500.0
Smartphone,Vivo,4,2.8,Moderate,3.4999999999999996,2,100875,3,7925.89
Refrigerator,Whirlpool,1,11.6,Moderate,11.7,1,37542,3,11166.34
Washing Machine,Samsung,5,9.3,Light,10.3,3,50021,5,18017.27
TV,LG,3,9.6,Moderate,10.1,2,93060,3,35980.13
TV,OnePlus,4,11.2,Moderate,11.9,4,166451,2,117704.64
Smartphone,Realme,4,4.9,Light,5.7,1,85382,9,500.0
Tablet,Huawei,3,5.8,Moderate,6.300000000000001,5,74988,9,500.0
Laptop,Acer,1,4.0,Moderate,4.1000000000000005,3,68044,1,36013.53
Tablet,Lenovo,3,5.7,Heavy,6.000000000000001,4,61887,2,35069.3
Smartphone,Apple,2,3.9,Moderate,4.2,1,110562,1,33695.09
Smartwatch,Boat,4,3.0,Light,3.8,2,12450,5,500.0
Laptop,Dell,1,5.7,Moderate,5.800000000000001,4,40436,7,500.0
Washing Machine,LG,3,10.9,Light,11.5,3,28185,10,2573.41
Washing Machine,LG,1,8.0,Light,8.2,5,46903,10,500.0
Laptop,HP,2,3.9,Heavy,4.0,3,145234,5,500.0
Tablet,Lenovo,2,6.0,Moderate,6.300000000000001,2,62450,9,500.0
Smartwatch,Samsung,1,3.2,Light,3.4000000000000004,2,4278,6,500.0
Laptop,Dell,5,4.8,Light,5.8,5,149864,3,72348.14
TV,TCL,2,9.7,Light,10.1,2,157531,7,26593.1
Smartwatch,Boat,4,4.0,Heavy,4.5,5,8018,10,500.0
TV,OnePlus,5,12.4,Light,13.4,2,95503,8,21167.46
Laptop,Lenovo,3,4.7,Light,5.300000000000001,5,90991,9,500.0
Smartwatch,Noise,4,2.5,Moderate,3.1999999999999997,5,39872,2,14952.0
Refrigerator,Godrej,1,8.2,Light,8.399999999999999,5,76366,5,30910.05
Smartphone,Samsung,3,3.0,Light,3.6,3,64221,8,500.0
Laptop,Apple,3,6.4,Heavy,6.7,4,65189,5,14059.42
Laptop,Lenovo,5,3.9,Heavy,4.6000000000000005,4,83458,10,500.0
Refrigerator,Whirlpool,3,13.4,Moderate,13.9,2,28499,10,4397.87
Smartwatch,Amazfit,3,3.4,Heavy,3.7,1,5263,6,500.0
Refrigerator,Samsung,2,10.7,Heavy,10.799999999999999,2,73239,3,29092.16
Smartwatch,Amazfit,4,4.5,Heavy,5.0,4,32684,4,5556.28
Washing Machine,Whirlpool,4,9.4,Heavy,9.9,1,47196,7,5530.04
Washing Machine,Whirlpool,4,11.2,Heavy,11.7,3,19116,10,1944.28
Smartphone,Apple,5,3.2,Moderate,4.1000000000000005,2,90181,6,500.0
Washing Machine,IFB,4,11.9,Heavy,12.4,3,40012,3,21232.17
Laptop,Apple,4,5.4,Moderate,6.1000000000000005,3,72558,1,42464.27
Washing Machine,Bosch,2,12.9,Heavy,13.0,4,53179,10,10431.27
Smartwatch,Samsung,2,4.8,Heavy,4.9,4,4965,1,3358.97
Smartphone,Xiaomi,1,2.7,Moderate,2.8000000000000003,2,117370,3,500.0
TV,Samsung,4,8.6,Moderate,9.3,1,119518,7,11823.29
Tablet,Huawei,4,3.7,Heavy,4.2,5,75203,1,57297.52
Smartwatch,Boat,1,2.1,Heavy,2.0000000000000004,5,21587,6,500.0
Smartwatch,Boat,5,2.6,Moderate,3.5,2,5796,5,500.0
TV,Samsung,2,13.0,Moderate,13.3,5,168691,4,117956.86
Laptop,Dell,2,3.9,Heavy,4.0,1,104935,2,20987.0
Laptop,HP,1,6.8,Light,7.0,1,95077,6,5432.97
Laptop,Acer,3,4.9,Light,5.5,5,119067,3,54121.36
Laptop,Asus,4,3.9,Heavy,4.4,1,140481,5,500.0
TV,Samsung,3,13.1,Heavy,13.399999999999999,2,79093,9,14283.96
Tablet,Lenovo,2,3.5,Moderate,3.8,5,19684,7,500.0
TV,Samsung,4,14.0,Heavy,14.5,4,192057,3,129472.91
TV,Sony,5,13.7,Moderate,14.6,1,125550,10,15822.74
Laptop,Apple,3,5.4,Heavy,5.7,3,50668,9,500.0
Tablet,Samsung,2,5.3,Light,5.7,5,40801,9,500.0
Laptop,Asus,5,6.8,Heavy,7.5,1,149444,9,500.0
Washing Machine,LG,1,14.0,Light,14.2,3,27315,1,17773.99
Laptop,HP,5,4.5,Moderate,5.4,4,133202,3,50320.76
Smartwatch,Boat,3,3.1,Moderate,3.6,5,18531,7,500.0
Washing Machine,Bosch,1,13.2,Light,13.399999999999999,5,50058,7,23908.3
Laptop,Apple,1,6.7,Moderate,6.800000000000001,1,104469,10,500.0
Laptop,Dell,2,5.5,Heavy,5.6000000000000005,4,40353,1,28175.04
Smartwatch,Apple,4,4.5,Moderate,5.2,1,23400,2,5760.0
Smartphone,Apple,1,4.2,Light,4.4,3,58797,4,3741.63
Laptop,Dell,2,6.0,Moderate,6.300000000000001,3,100536,10,500.0
Smartphone,Apple,1,2.5,Light,2.7,2,72889,9,500.0
Washing Machine,Samsung,3,13.0,Light,13.6,1,36045,5,9117.26
Smartwatch,Boat,2,2.4,Heavy,2.5,5,12705,2,2541.0
Refrigerator,Godrej,4,12.6,Light,13.4,4,31848,8,10909.13
TV,LG,4,11.4,Light,12.200000000000001,1,115464,7,19685.67
Laptop,Acer,3,4.2,Light,4.800000000000001,5,39782,8,500.0
Smartphone,OnePlus,1,4.9,Light,5.1000000000000005,5,19793,2,12031.04
Laptop,Apple,4,6.2,Light,7.0,4,45933,6,5577.58
TV,Sony,5,10.6,Heavy,11.299999999999999,5,34889,6,16363.87
Smartwatch,Boat,5,2.4,Heavy,3.1,2,7048,1,2625.95
Laptop,Apple,4,5.1,Heavy,5.6,1,35195,4,4022.29
Washing Machine,IFB,1,14.6,Light,14.799999999999999,3,22442,8,7217.83
Washing Machine,IFB,1,12.4,Heavy,12.299999999999999,3,57792,7,17431.57
Washing Machine,LG,5,8.8,Heavy,9.5,2,33918,10,500.0
Smartwatch,Boat,5,3.9,Moderate,4.800000000000001,2,49288,4,4518.07
Washing Machine,LG,4,9.3,Light,10.100000000000001,5,39357,8,8183.14
Refrigerator,Whirlpool,2,10.3,Heavy,10.4,1,39925,6,6756.54
TV,OnePlus,5,13.8,Heavy,14.5,3,120643,6,49505.23
Refrigerator,Godrej,5,11.4,Heavy,12.1,4,53689,8,15463.32
Smartwatch,Boat,2,3.1,Light,3.5,1,46049,7,500.0
Laptop,Dell,5,4.0,Light,5.0,5,98786,2,59271.6
Tablet,Lenovo,5,6.4,Light,7.4,1,38005,4,6984.7
Refrigerator,Bosch,4,15.0,Moderate,15.700000000000001,4,21395,5,12394.11
Refrigerator,Samsung,1,14.5,Moderate,14.6,3,46766,6,19282.97
Laptop,Asus,3,6.2,Light,6.800000000000001,4,40245,2,24147.0
Smartwatch,Apple,4,3.2,Heavy,3.7,5,18046,5,500.0
Refrigerator,Bosch,3,10.5,Heavy,10.799999999999999,5,51246,3,37011.0
Tablet,Lenovo,5,6.4,Heavy,7.1000000000000005,1,60239,8,500.0
TV,TCL,5,12.8,Moderate,13.700000000000001,3,26506,8,7719.63
Refrigerator,Bosch,5,9.6,Heavy,10.299999999999999,1,27914,6,4661.37
Refrigerator,LG,3,9.6,Light,10.2,3,46952,9,3866.64
Washing Machine,IFB,1,14.4,Heavy,14.299999999999999,3,41464,3,22935.68
Laptop,HP,5,4.0,Heavy,4.7,4,132140,7,500.0
Smartwatch,Boat,1,2.0,Light,2.2,3,38128,2,2426.33
Refrigerator,Godrej,5,13.3,Moderate,14.200000000000001,5,27291,5,17681.49
Smartphone,Samsung,4,2.5,Moderate,3.1999999999999997,2,85531,6,500.0
Tablet,Lenovo,1,5.2,Heavy,5.1000000000000005,4,16093,9,500.0
Smartwatch,Boat,4,3.7,Heavy,4.2,4,27362,7,500.0
TV,Samsung,4,11.1,Moderate,11.8,3,147875,2,85968.01
Refrigerator,Bosch,2,8.8,Heavy,8.9,4,72446,6,20065.1
Smartphone,Vivo,5,3.6,Moderate,4.5,1,28007,6,500.0
Washing Machine,LG,1,13.2,Heavy,13.099999999999998,4,16288,7,6446.82
Laptop,Apple,4,3.8,Moderate,4.5,1,96771,5,500.0
Washing Machine,Samsung,5,12.8,Light,13.8,3,23790,4,11826.04
Laptop,HP,4,5.4,Moderate,6.1000000000000005,5,79878,8,500.0
Smartwatch,Amazfit,5,4.9,Heavy,5.6000000000000005,1,33057,5,1416.73
Washing Machine,IFB,5,13.4,Heavy,14.1,5,57351,5,37013.77
Tablet,Lenovo,3,4.8,Light,5.4,2,79626,7,500.0
Refrigerator,Bosch,1,12.0,Moderate,12.1,1,58864,1,21599.68
Laptop,Lenovo,4,3.7,Heavy,4.2,3,51768,2,18981.6
Laptop,Apple,1,4.7,Heavy,4.6000000000000005,5,48145,10,500.0
Refrigerator,Godrej,3,10.4,Moderate,10.9,1,23408,10,773.11
Washing Machine,LG,5,14.9,Heavy,15.6,2,38265,7,11602.14
Smartwatch,Apple,4,2.0,Heavy,2.5,4,20268,9,500.0
Tablet,Apple,3,4.2,Light,4.800000000000001,3,36989,6,500.0
Tablet,Lenovo,1,6.1,Moderate,6.2,5,18768,4,6659.61
Washing Machine,Whirlpool,3,10.4,Moderate,10.9,4,35134,3,21644.48
Smartwatch,Noise,5,4.5,Heavy,5.2,5,49500,9,500.0
Refrigerator,Whirlpool,3,8.1,Light,8.7,5,45699,8,3676.93
Refrigerator,Whirlpool,5,11.8,Heavy,12.5,4,42257,6,18677.59
Washing Machine,Samsung,1,12.6,Moderate,12.7,2,51331,9,8225.09
Washing Machine,Whirlpool,1,10.3,Light,10.5,4,43245,9,5251.18
TV,Sony,3,14.1,Heavy,14.399999999999999,4,15856,4,9733.82
Tablet,Lenovo,3,6.2,Light,6.800000000000001,4,74328,6,7432.8
Refrigerator,Bosch,4,14.9,Moderate,15.600000000000001,4,57958,10,17684.62
Tablet,Huawei,4,4.6,Heavy,5.1,1,34086,1,10960.99
TV,Sony,3,13.1,Light,13.7,1,121115,3,37837.39
TV,Sony,3,12.9,Light,13.5,5,106963,8,43577.52
Refrigerator,Whirlpool,1,9.9,Moderate,10.0,1,63244,8,5059.52
Tablet,Apple,1,5.5,Moderate,5.6000000000000005,5,56933,6,500.0
Tablet,Lenovo,1,6.7,Moderate,6.800000000000001,5,38151,5,10098.79
Laptop,Apple,2,3.7,Moderate,4.000000000000001,1,135768,8,500.0
Refrigerator,Whirlpool,2,8.5,Heavy,8.6,5,59000,3,38418.6
Refrigerator,Godrej,2,8.7,Moderate,9.0,5,42163,8,4684.78
TV,Samsung,1,11.3,Heavy,11.2,1,51214,7,7682.1
Smartwatch,Boat,3,2.8,Light,3.4,2,11707,4,500.0
Laptop,Asus,3,5.5,Heavy,5.8,3,82980,7,500.0
Refrigerator,Bosch,5,8.8,Light,9.8,5,32476,5,15906.61
Tablet,Apple,4,4.9,Light,5.7,2,22386,4,3672.09
Smartwatch,Boat,1,2.9,Light,3.1,3,25143,8,500.0
Smartphone,OnePlus,1,2.5,Light,2.7,4,109011,9,500.0
TV,OnePlus,5,10.9,Moderate,11.8,5,45621,2,37888.63
Refrigerator,Bosch,1,11.9,Heavy,11.799999999999999,1,69238,2,23001.1
TV,Sony,5,14.1,Light,15.1,5,57028,4,41921.25
TV,Samsung,1,10.8,Light,11.0,2,29993,9,2999.3
TV,TCL,1,13.2,Heavy,13.099999999999998,1,83725,9,10481.6
Laptop,Dell,4,5.2,Moderate,5.9,5,37739,5,5756.8
Smartphone,Apple,3,4.0,Heavy,4.3,4,70889,10,500.0
Refrigerator,LG,5,12.1,Moderate,13.0,4,40579,8,13266.21
Tablet,Lenovo,3,4.5,Light,5.1,5,69394,10,500.0
TV,Sony,5,11.6,Heavy,12.299999999999999,5,179478,1,164886.29
TV,Samsung,5,13.2,Light,14.2,1,16515,2,5675.58
Smartwatch,Samsung,2,4.9,Light,5.300000000000001,4,19733,1,13608.32
Tablet,Lenovo,2,6.2,Heavy,6.300000000000001,1,63487,4,9271.12
Smartphone,Xiaomi,5,4.0,Heavy,4.7,1,30225,8,500.0
Washing Machine,Samsung,3,9.4,Light,10.0,4,51964,5,22084.7
Refrigerator,Whirlpool,2,12.8,Heavy,12.9,1,72535,5,17768.26
Laptop,Asus,4,5.7,Heavy,6.2,4,37362,7,500.0
Laptop,HP,2,5.1,Heavy,5.2,4,37391,2,19558.37
Smartphone,Samsung,1,2.4,Moderate,2.5,3,66519,5,500.0
Smartwatch,Apple,5,4.1,Moderate,5.0,2,31061,8,500.0
Smartphone,Apple,1,3.2,Moderate,3.3000000000000003,3,43318,1,21133.93
Tablet,Samsung,2,6.4,Heavy,6.500000000000001,2,57970,6,2452.58
Tablet,Lenovo,5,5.3,Moderate,6.2,2,69820,7,500.0
Washing Machine,LG,4,11.6,Moderate,12.3,4,20122,9,4588.8
Washing Machine,Whirlpool,2,8.1,Moderate,8.4,2,55939,1,27103.78
Tablet,Samsung,3,4.0,Light,4.6,1,64780,5,500.0
Tablet,Huawei,4,3.7,Heavy,4.2,5,76136,10,500.0
TV,Sony,5,8.9,Moderate,9.8,4,104936,2,70992.42
Washing Machine,IFB,4,12.8,Light,13.600000000000001,3,44441,3,24246.49
Smartphone,Vivo,3,3.3,Light,3.9,4,8016,4,500.0
Laptop,Dell,4,5.6,Heavy,6.1,3,142702,8,500.0
Smartwatch,Boat,2,3.4,Heavy,3.5,2,10686,5,500.0
Tablet,Samsung,4,5.2,Light,6.0,4,24842,10,500.0
Smartphone,Samsung,3,2.3,Heavy,2.6,5,63450,4,500.0
Laptop,Asus,4,4.6,Moderate,5.3,4,132505,9,500.0
Smartphone,OnePlus,3,2.9,Moderate,3.4,3,14012,4,500.0
Smartwatch,Samsung,2,4.3,Heavy,4.4,1,5043,8,500.0
Smartwatch,Apple,4,3.9,Moderate,4.6000000000000005,2,42859,6,500.0
